 ( -0.09+  0.05j)
 ( -0.00+ -0.00j)
 ( -0.00+  0.00j)
 (  0.00+  0.00j)
 (  0.00+ -0.00j)
 (  0.06+ -0.02j)
 (  0.00+  0.00j)
 (  0.00+ -0.00j)
 ( -0.00+  0.00j)
 ( -0.00+  0.00j)
 ( -0.03+ -0.00j)
 ( -0.00+ -0.00j)
 ( -0.00+ -0.00j)
 (  0.00+ -0.00j)
 ( -0.00+  0.00j)
 (  0.01+  0.00j)
 ( -0.00+  0.00j)
 (  0.00+  0.00j)
 ( -0.00+  0.00j)
 (  0.00+  0.00j)
 (  0.00+  0.00j)
 (  0.00+ -0.00j)
 ( -0.00+ -0.00j)
 (  0.00+ -0.00j)
 ( -0.00+ -0.00j)
 ( -0.00+ -0.00j)
 (  0.00+  0.00j)
 ( -0.00+  0.00j)
 (  0.00+  0.00j)
 (  0.02+ -0.01j)
 (  0.00+  0.00j)
 (  0.00+ -0.00j)
 (  0.00+  0.00j)
 ( -0.00+  0.00j)
 ( -0.02+  0.01j)
 ( -0.00+ -0.00j)
 ( -0.00+  0.00j)
 (  0.00+ -0.00j)
 ( -0.00+  0.00j)
 (  0.01+ -0.00j)
 (  0.00+  0.00j)
 (  0.00+  0.00j)
 ( -0.00+  0.00j)
 (  0.00+ -0.00j)
 (  0.00+  0.00j)
 (  0.00+ -0.00j)
 ( -0.00+ -0.00j)
 (  0.00+ -0.00j)
 ( -0.00+  0.00j)
 ( -0.00+ -0.00j)
 ( -0.00+ -0.00j)
 (  0.00+  0.00j)
 ( -0.00+  0.00j)
 (  0.00+  0.00j)
 (  0.00+  0.00j)
 (  0.00+ -0.00j)
 ( -0.00+  0.00j)
 (  0.00+  0.00j)
 ( -0.00+ -0.00j)
 (  0.00+ -0.00j)
 ( -0.00+  0.00j)
 (  0.00+ -0.00j)
 (  0.32+  0.15j)
 ( -0.00+  0.00j)
 (  0.00+  0.00j)
 ( -0.00+  0.00j)
 ( -0.00+  0.00j)
 ( -0.19+  0.12j)
 ( -0.00+ -0.00j)
 ( -0.00+  0.00j)
 (  0.00+ -0.00j)
 ( -0.00+  0.00j)
 (  0.09+ -0.11j)
 (  0.00+  0.00j)
 ( -0.00+ -0.00j)
 ( -0.00+ -0.00j)
 (  0.00+ -0.00j)
 ( -0.03+  0.06j)
 ( -0.00+ -0.00j)
 (  0.00+  0.00j)
 ( -0.00+  0.00j)
 ( -0.00+  0.00j)
 (  0.01+ -0.02j)
 (  0.00+  0.00j)
 ( -0.00+ -0.00j)
 (  0.00+ -0.00j)
 ( -0.00+ -0.00j)
 (  0.00+ -0.00j)
 (  0.00+ -0.00j)
 ( -0.00+ -0.00j)
 ( -0.00+ -0.00j)
 (  0.04+ -0.18j)
 (  0.00+  0.00j)
 ( -0.00+  0.00j)
 (  0.00+ -0.00j)
 ( -0.00+ -0.00j)
 (  0.00+ -0.00j)
 (  0.00+ -0.00j)
 (  0.00+  0.00j)
 (  0.00+  0.00j)
 (  0.00+  0.00j)
 ( -0.01+  0.05j)
 ( -0.00+ -0.00j)
 (  0.00+  0.00j)
 ( -0.00+  0.00j)
 ( -0.00+  0.00j)
 (  0.01+ -0.03j)
 (  0.00+  0.00j)
 ( -0.00+ -0.00j)
 (  0.00+ -0.00j)
 ( -0.00+ -0.00j)
 ( -0.00+  0.01j)
 ( -0.00+ -0.00j)
 (  0.00+  0.00j)
 ( -0.00+  0.00j)
 (  0.00+  0.00j)
 (  0.00+  0.00j)
 (  0.00+ -0.00j)
 ( -0.00+  0.00j)
 ( -0.00+  0.00j)
 ( -0.09+  0.11j)
 ( -0.00+ -0.00j)
 (  0.00+  0.00j)
 (  0.00+  0.00j)
 (  0.00+  0.00j)
 (  0.05+ -0.03j)
 (  0.00+  0.00j)
 (  0.00+ -0.00j)
 (  0.00+  0.00j)
 ( -0.00+ -0.00j)
 ( -0.02+ -0.01j)
 (  0.00+ -0.00j)
 ( -0.00+ -0.00j)
 (  0.00+ -0.00j)
 ( -0.00+ -0.00j)
 (  0.00+  0.01j)
 ( -0.00+  0.00j)
 (  0.00+  0.00j)
 ( -0.00+  0.00j)
 (  0.00+  0.00j)
 (  0.00+  0.00j)
 (  0.00+  0.00j)
 ( -0.00+ -0.00j)
 (  0.00+ -0.00j)
 ( -0.00+ -0.00j)
 ( -0.00+ -0.00j)
 ( -0.00+ -0.00j)
 ( -0.00+ -0.00j)
 (  0.00+ -0.00j)
 (  0.05+ -0.05j)
 (  0.00+  0.00j)
 ( -0.00+ -0.00j)
 (  0.00+ -0.00j)
 ( -0.00+  0.00j)
 ( -0.04+  0.02j)
 ( -0.00+ -0.00j)
 ( -0.00+  0.00j)
 ( -0.00+ -0.00j)
 ( -0.00+  0.00j)
 (  0.01+ -0.00j)
 (  0.00+  0.00j)
 (  0.00+  0.00j)
 ( -0.00+  0.00j)
 (  0.00+ -0.00j)
 (  0.00+  0.00j)
 (  0.00+ -0.00j)
 ( -0.00+ -0.00j)
 (  0.00+ -0.00j)
 ( -0.00+ -0.00j)
 ( -0.00+ -0.00j)
 (  0.00+ -0.00j)
 (  0.00+  0.00j)
 ( -0.00+  0.00j)
 (  0.00+  0.00j)
 (  0.00+  0.00j)
 ( -0.00+ -0.00j)
 (  0.00+ -0.00j)
 ( -0.00+  0.00j)
 ( -0.01+  0.01j)
 ( -0.00+ -0.00j)
 ( -0.00+  0.00j)
 ( -0.00+  0.00j)
 ( -0.00+  0.00j)
 (  0.01+ -0.01j)
 (  0.00+  0.00j)
 (  0.00+ -0.00j)
 (  0.00+  0.00j)
 (  0.00+ -0.00j)
 (  0.00+  0.00j)
 ( -0.00+ -0.00j)
 ( -0.00+  0.00j)
 (  0.00+ -0.00j)
 ( -0.00+  0.00j)
 ( -0.00+ -0.00j)
 (  0.00+  0.00j)
 (  0.00+  0.00j)
 ( -0.00+  0.00j)
 (  0.00+ -0.00j)
 (  0.00+  0.00j)
 (  0.00+  0.00j)
 ( -0.00+  0.00j)
 (  0.00+ -0.00j)
 ( -0.00+ -0.00j)
 ( -0.00+ -0.00j)
 ( -0.00+  0.00j)
 (  0.00+ -0.00j)
 (  0.00+ -0.00j)
 ( -0.00+  0.00j)
 ( -0.00+ -0.00j)
 ( -0.00+ -0.00j)
 ( -0.00+ -0.00j)
 ( -0.18+ -0.08j)
 (  0.00+ -0.00j)
 (  0.00+ -0.00j)
 (  0.00+  0.00j)
 ( -0.00+  0.00j)
 (  0.13+ -0.02j)
 (  0.00+  0.00j)
 (  0.00+  0.00j)
 ( -0.00+  0.00j)
 (  0.00+ -0.00j)
 ( -0.07+  0.04j)
 ( -0.00+ -0.00j)
 ( -0.00+  0.00j)
 ( -0.00+ -0.00j)
 (  0.00+ -0.00j)
 (  0.02+ -0.02j)
 (  0.00+  0.00j)
 ( -0.00+ -0.00j)
 (  0.00+ -0.00j)
 ( -0.00+ -0.00j)
 ( -0.01+  0.01j)
 ( -0.00+ -0.00j)
 (  0.00+  0.00j)
 ( -0.00+  0.00j)
 (  0.00+  0.00j)
 ( -0.00+  0.00j)
 ( -0.00+ -0.00j)
 ( -0.00+  0.00j)
 ( -0.00+  0.00j)
 (  0.04+  0.10j)
 ( -0.00+  0.00j)
 (  0.00+  0.00j)
 ( -0.00+ -0.00j)
 (  0.00+  0.00j)
 ( -0.04+ -0.02j)
 (  0.00+ -0.00j)
 ( -0.00+ -0.00j)
 (  0.00+ -0.00j)
 ( -0.00+  0.00j)
 (  0.03+ -0.02j)
 (  0.00+  0.00j)
 (  0.00+ -0.00j)
 (  0.00+  0.00j)
 (  0.00+ -0.00j)
 ( -0.01+  0.01j)
 ( -0.00+ -0.00j)
 (  0.00+  0.00j)
 ( -0.00+  0.00j)
 (  0.00+  0.00j)
 ( -0.00+  0.00j)
 (  0.00+  0.00j)
 ( -0.00+ -0.00j)
 (  0.00+ -0.00j)
 ( -0.00+ -0.00j)
 ( -0.00+ -0.00j)
 (  0.00+  0.00j)
 (  0.00+  0.00j)
 (  0.00+  0.00j)
 (  0.02+ -0.06j)
 (  0.00+  0.00j)
 ( -0.00+ -0.00j)
 (  0.00+ -0.00j)
 ( -0.00+  0.00j)
 ( -0.01+  0.03j)
 ( -0.00+ -0.00j)
 (  0.00+  0.00j)
 ( -0.00+  0.00j)
 (  0.00+  0.00j)
 ( -0.00+  0.00j)
 ( -0.00+  0.00j)
 (  0.00+ -0.00j)
 (  0.00+  0.00j)
 ( -0.00+  0.00j)
 ( -0.00+ -0.00j)
 (  0.00+  0.00j)
 ( -0.00+ -0.00j)
 (  0.00+ -0.00j)
 ( -0.00+ -0.00j)
 ( -0.00+ -0.00j)
 (  0.00+  0.00j)
 (  0.00+  0.00j)
 ( -0.00+  0.00j)
 (  0.00+  0.00j)
 (  0.00+  0.00j)
 (  0.00+  0.00j)
 ( -0.00+  0.00j)
 ( -0.00+  0.00j)
 ( -0.02+  0.03j)
 ( -0.00+ -0.00j)
 (  0.00+  0.00j)
 ( -0.00+  0.00j)
 (  0.00+  0.00j)
 (  0.01+ -0.01j)
 (  0.00+  0.00j)
 ( -0.00+ -0.00j)
 (  0.00+ -0.00j)
 ( -0.00+ -0.00j)
 (  0.00+ -0.00j)
 ( -0.00+ -0.00j)
 ( -0.00+  0.00j)
 ( -0.00+ -0.00j)
 ( -0.00+  0.00j)
 ( -0.00+ -0.00j)
 ( -0.00+  0.00j)
 (  0.00+  0.00j)
 ( -0.00+  0.00j)
 (  0.00+  0.00j)
 (  0.00+  0.00j)
 ( -0.00+  0.00j)
 (  0.00+ -0.00j)
 (  0.00+ -0.00j)
 ( -0.00+ -0.00j)
 ( -0.00+ -0.00j)
 (  0.00+  0.00j)
 ( -0.00+  0.00j)
 (  0.00+ -0.00j)
 (  0.01+ -0.01j)
 (  0.00+  0.00j)
 ( -0.00+ -0.00j)
 (  0.00+ -0.00j)
 ( -0.00+ -0.00j)
 (  0.00+ -0.00j)
 ( -0.00+ -0.00j)
 (  0.00+  0.00j)
 ( -0.00+  0.00j)
 (  0.00+  0.00j)
 ( -0.00+  0.00j)
 ( -0.00+ -0.00j)
 (  0.00+ -0.00j)
 (  0.00+  0.00j)
 (  0.00+ -0.00j)
 (  0.00+  0.00j)
 ( -0.00+ -0.00j)
 (  0.00+ -0.00j)
 (  0.00+ -0.00j)
 ( -0.00+  0.00j)
 ( -0.00+ -0.00j)
 ( -0.00+ -0.00j)
 (  0.00+  0.00j)
 (  0.00+ -0.00j)
 (  0.00+  0.00j)
 (  0.00+  0.00j)
 (  0.00+ -0.00j)
 ( -0.00+  0.00j)
 (  0.00+ -0.00j)
 (  0.00+ -0.00j)
 (  0.00+ -0.00j)
 ( -0.00+  0.00j)
 ( -0.00+  0.00j)
 (  0.07+  0.03j)
 ( -0.00+  0.00j)
 (  0.00+  0.00j)
 (  0.00+  0.00j)
 ( -0.00+  0.00j)
 ( -0.06+ -0.00j)
 ( -0.00+ -0.00j)
 ( -0.00+ -0.00j)
 (  0.00+ -0.00j)
 ( -0.00+  0.00j)
 (  0.03+ -0.01j)
 (  0.00+  0.00j)
 (  0.00+ -0.00j)
 ( -0.00+  0.00j)
 (  0.00+ -0.00j)
 ( -0.01+  0.01j)
 ( -0.00+ -0.00j)
 ( -0.00+  0.00j)
 ( -0.00+ -0.00j)
 ( -0.00+  0.00j)
 ( -0.00+ -0.00j)
 (  0.00+  0.00j)
 (  0.00+ -0.00j)
 (  0.00+ -0.00j)
 (  0.00+ -0.00j)
 (  0.00+ -0.00j)
 ( -0.00+  0.00j)
 ( -0.00+ -0.00j)
 (  0.00+ -0.00j)
 ( -0.03+ -0.04j)
 (  0.00+ -0.00j)
 ( -0.00+ -0.00j)
 (  0.00+ -0.00j)
 ( -0.00+ -0.00j)
 (  0.03+  0.01j)
 ( -0.00+  0.00j)
 (  0.00+  0.00j)
 ( -0.00+  0.00j)
 (  0.00+  0.00j)
 ( -0.01+  0.00j)
 ( -0.00+ -0.00j)
 ( -0.00+ -0.00j)
 (  0.00+ -0.00j)
 ( -0.00+  0.00j)
 ( -0.00+ -0.00j)
 (  0.00+  0.00j)
 (  0.00+ -0.00j)
 (  0.00+  0.00j)
 (  0.00+ -0.00j)
 (  0.00+  0.00j)
 ( -0.00+  0.00j)
 (  0.00+  0.00j)
 ( -0.00+  0.00j)
 (  0.00+  0.00j)
 ( -0.00+  0.00j)
 ( -0.00+ -0.00j)
 ( -0.00+ -0.00j)
 ( -0.00+ -0.00j)
 (  0.00+  0.03j)
 ( -0.00+ -0.00j)
 (  0.00+  0.00j)
 ( -0.00+  0.00j)
 (  0.00+  0.00j)
 ( -0.00+ -0.01j)
 (  0.00+ -0.00j)
 ( -0.00+ -0.00j)
 (  0.00+ -0.00j)
 ( -0.00+ -0.00j)
 ( -0.00+ -0.00j)
 ( -0.00+  0.00j)
 (  0.00+  0.00j)
 ( -0.00+  0.00j)
 (  0.00+  0.00j)
 (  0.00+  0.00j)
 ( -0.00+  0.00j)
 ( -0.00+  0.00j)
 ( -0.00+ -0.00j)
 ( -0.00+  0.00j)
 ( -0.00+ -0.00j)
 ( -0.00+ -0.00j)
 ( -0.00+ -0.00j)
 (  0.00+ -0.00j)
 ( -0.00+ -0.00j)
 (  0.00+ -0.00j)
 ( -0.00+  0.00j)
 ( -0.00+ -0.00j)
 (  0.00+ -0.00j)
 (  0.00+ -0.01j)
 (  0.00+  0.00j)
 ( -0.00+ -0.00j)
 (  0.00+ -0.00j)
 ( -0.00+ -0.00j)
 ( -0.00+ -0.00j)
 ( -0.00+ -0.00j)
 (  0.00+  0.00j)
 ( -0.00+  0.00j)
 (  0.00+  0.00j)
 (  0.00+  0.00j)
 ( -0.00+ -0.00j)
 ( -0.00+ -0.00j)
 (  0.00+ -0.00j)
 ( -0.00+ -0.00j)
 ( -0.00+ -0.00j)
 ( -0.00+ -0.00j)
 ( -0.00+  0.00j)
 ( -0.00+ -0.00j)
 (  0.00+ -0.00j)
 (  0.00+  0.00j)
 (  0.00+  0.00j)
 ( -0.00+  0.00j)
 (  0.00+ -0.00j)
 (  0.00+  0.00j)
 (  0.00+  0.00j)
 ( -0.00+ -0.00j)
 (  0.00+ -0.00j)
 (  0.00+ -0.00j)
 (  0.00+ -0.00j)
 ( -0.00+ -0.00j)
 (  0.00+  0.00j)
 ( -0.00+  0.00j)
 (  0.00+  0.00j)
 (  0.00+  0.00j)
 (  0.00+  0.00j)
 ( -0.00+ -0.00j)
 (  0.00+ -0.00j)
 ( -0.00+ -0.00j)
 ( -0.00+ -0.00j)
 ( -0.00+ -0.00j)
 ( -0.00+  0.00j)
 ( -0.00+  0.00j)
 (  0.00+  0.00j)
 ( -0.00+  0.00j)
 (  0.00+  0.00j)
 ( -0.00+  0.00j)
 (  0.00+ -0.00j)
 (  0.00+ -0.00j)
 (  0.00+  0.00j)
 (  0.00+ -0.00j)
 ( -0.00+ -0.00j)
 (  0.00+ -0.00j)
 (  0.00+ -0.00j)
 ( -0.00+ -0.00j)
 ( -0.00+  0.00j)
 (  0.00+ -0.00j)
 (  0.00+ -0.00j)
 (  0.00+ -0.00j)
 ( -0.00+  0.00j)
 (  0.00+ -0.00j)
 ( -0.00+ -0.00j)
 ( -0.02+ -0.01j)
 (  0.00+ -0.00j)
 ( -0.00+ -0.00j)
 (  0.00+ -0.00j)
 ( -0.00+ -0.00j)
 (  0.01+  0.00j)
 ( -0.00+  0.00j)
 (  0.00+  0.00j)
 ( -0.00+  0.00j)
 (  0.00+ -0.00j)
 ( -0.01+  0.00j)
 ( -0.00+ -0.00j)
 ( -0.00+ -0.00j)
 (  0.00+ -0.00j)
 ( -0.00+  0.00j)
 ( -0.00+ -0.00j)
 (  0.00+  0.00j)
 (  0.00+ -0.00j)
 ( -0.00+  0.00j)
 (  0.00+ -0.00j)
 (  0.00+  0.00j)
 ( -0.00+  0.00j)
 ( -0.00+  0.00j)
 ( -0.00+ -0.00j)
 ( -0.00+  0.00j)
 ( -0.00+ -0.00j)
 ( -0.00+ -0.00j)
 ( -0.00+  0.00j)
 (  0.00+  0.00j)
 (  0.01+  0.01j)
 ( -0.00+  0.00j)
 (  0.00+  0.00j)
 ( -0.00+  0.00j)
 (  0.00+  0.00j)
 ( -0.01+ -0.00j)
 (  0.00+ -0.00j)
 ( -0.00+ -0.00j)
 (  0.00+ -0.00j)
 ( -0.00+ -0.00j)
 ( -0.00+ -0.00j)
 (  0.00+  0.00j)
 (  0.00+  0.00j)
 ( -0.00+  0.00j)
 (  0.00+ -0.00j)
 (  0.00+  0.00j)
 ( -0.00+ -0.00j)
 ( -0.00+  0.00j)
 (  0.00+ -0.00j)
 ( -0.00+  0.00j)
 ( -0.00+ -0.00j)
 ( -0.00+ -0.00j)
 ( -0.00+  0.00j)
 (  0.00+  0.00j)
 (  0.00+ -0.00j)
 (  0.00+  0.00j)
 (  0.00+  0.00j)
 ( -0.00+  0.00j)
 (  0.00+ -0.00j)
 ( -0.00+ -0.01j)
 (  0.00+ -0.00j)
 ( -0.00+ -0.00j)
 (  0.00+ -0.00j)
 ( -0.00+ -0.00j)
 ( -0.00+ -0.00j)
 ( -0.00+  0.00j)
 (  0.00+  0.00j)
 ( -0.00+  0.00j)
 (  0.00+  0.00j)
 (  0.00+  0.00j)
 ( -0.00+  0.00j)
 ( -0.00+ -0.00j)
 (  0.00+ -0.00j)
 ( -0.00+ -0.00j)
 ( -0.00+ -0.00j)
 ( -0.00+ -0.00j)
 ( -0.00+  0.00j)
 ( -0.00+  0.00j)
 (  0.00+ -0.00j)
 (  0.00+  0.00j)
 (  0.00+  0.00j)
 ( -0.00+  0.00j)
 (  0.00+ -0.00j)
 ( -0.00+  0.00j)
 ( -0.00+ -0.00j)
 ( -0.00+ -0.00j)
 ( -0.00+  0.00j)
 (  0.00+ -0.00j)
 (  0.00+ -0.00j)
 ( -0.00+ -0.00j)
 (  0.00+  0.00j)
 ( -0.00+  0.00j)
 (  0.00+  0.00j)
 (  0.00+  0.00j)
 ( -0.00+  0.00j)
 ( -0.00+ -0.00j)
 (  0.00+ -0.00j)
 ( -0.00+ -0.00j)
 ( -0.00+ -0.00j)
 ( -0.00+ -0.00j)
 ( -0.00+  0.00j)
 ( -0.00+  0.00j)
 (  0.00+  0.00j)
 (  0.00+  0.00j)
 ( -0.00+  0.00j)
 ( -0.00+ -0.00j)
 (  0.00+ -0.00j)
 ( -0.00+ -0.00j)
 ( -0.00+ -0.00j)
 ( -0.00+ -0.00j)
 ( -0.00+  0.00j)
 (  0.00+ -0.00j)
 (  0.00+ -0.00j)
 (  0.00+  0.00j)
 (  0.00+  0.00j)
 ( -0.00+  0.00j)
 (  0.00+ -0.00j)
 (  0.00+ -0.00j)
 ( -0.00+  0.00j)
 ( -0.00+ -0.00j)
 (  0.00+ -0.00j)
 ( -0.00+ -0.00j)
 ( -0.00+ -0.00j)
 ( -0.00+ -0.00j)
 ( -0.00+  0.00j)
 ( -0.00+  0.00j)
 (  0.00+  0.00j)
 (  0.00+  0.00j)
 ( -0.00+  0.00j)
 ( -0.00+ -0.00j)
 (  0.00+ -0.00j)
 ( -0.00+ -0.00j)
 ( -0.00+ -0.00j)
 ( -0.00+ -0.00j)
 ( -0.00+ -0.00j)
 (  0.00+ -0.00j)
 (  0.00+ -0.00j)
 (  0.00+  0.00j)
 (  0.00+  0.00j)
 ( -0.00+  0.00j)
 (  0.00+ -0.00j)
 (  0.00+ -0.00j)
 ( -0.00+  0.00j)
 ( -0.00+ -0.00j)
 ( -0.00+  0.00j)
 (  0.00+ -0.00j)
 (  0.00+ -0.00j)
 ( -0.00+  0.00j)
 (  0.00+  0.00j)
